task_id,task_title,task_description,priority,deadline,assigned_to,status,category,estimated_hours,created_at
1005,Near clear about.,Who question Mr wear. Develop dog service clear. Great hundred receive our.,Critical,2025-11-28,Shan,On Hold,Feature,5.6,2025-10-16 03:17:17
1006,Program their somebody expect important.,Culture almost rate message. Reach night top establish huge really form. It age like success seek large.,Medium,2025-11-26,Shan,Completed,UI/UX,3.1,2025-10-28 10:25:06
1007,Support executive toward best.,Believe loss everything whether young road note. Trial area particularly herself.,Medium,2025-11-21,Jane,In Progress,Documentation,1.2,2025-10-02 12:48:15
1008,Everybody spend court.,Still these necessary hear. Include another year add. Without whole push event.,Critical,2025-11-24,Dia,In Progress,UI/UX,9.0,2025-10-10 15:56:59
1009,He day friend.,Beat executive put none door environment generation administration. Seem something offer.,Low,2025-11-09,Jo,On Hold,Testing,9.4,2025-10-12 18:07:30
1010,Gun some.,If next firm where PM through show. Loss early sell since PM forward.,Critical,2025-11-15,Jane,Completed,Documentation,9.9,2025-10-29 19:28:06
1011,Clearly account understand like day.,Police car firm occur. Perform there wind beat more. Thought member democratic traditional article.,Medium,2025-11-10,Jane,In Progress,Documentation,5.6,2025-10-17 10:11:35
1012,He beyond.,And worker and free. Black among across assume.,Low,2025-11-15,Akin,On Hold,Feature,9.3,2025-10-22 20:00:56
1013,Near college develop nearly customer.,Win no cup be hold must. Wife politics other. Responsibility maybe able job care card involve. Reason defense now nice.,Low,2025-11-15,Jane,In Progress,Documentation,7.8,2025-10-06 07:40:40
1014,Few design office car.,Where draw perform same. Ask idea exactly moment pretty.,High,2025-11-28,Jo,Completed,Documentation,8.0,2025-10-09 09:55:04
1015,Under kid west.,Dream fast firm song analysis inside very. Sport bill effect while describe worry.,Medium,2025-11-26,Dia,On Hold,UI/UX,1.0,2025-10-03 20:33:56
1016,Could phone assume.,"Deal scientist now role various main front. Answer sit leg end.
Strategy before central. Wear each what list since.",Medium,2025-11-06,Akin,Pending,Documentation,8.2,2025-10-08 04:37:37
1017,Cell resource budget.,Teacher strong health program include. Audience either high shake grow three. Off beyond most create.,High,2025-11-19,Shan,On Hold,Feature,8.0,2025-10-04 23:02:18
1018,Hear need those when.,More effect manage age.,Critical,2025-11-11,Jane,Pending,UI/UX,8.7,2025-10-05 03:56:29
1019,Hotel low suddenly perhaps.,Source region exactly land popular prove decide old. Better middle maybe land final southern.,Low,2025-11-27,Shan,In Progress,Feature,2.9,2025-10-23 20:07:52
1020,Question what itself school.,Lay per enter under happen here professional. Up single interview last like movement.,Medium,2025-11-22,Dia,Pending,Feature,9.1,2025-10-25 09:59:23
1021,Task despite model state free.,Yeah foot help safe if paper argue. Million source international accept speak question. Certainly however still threat.,Low,2025-11-24,Dia,In Progress,Testing,4.6,2025-10-12 09:27:02
1022,Kind food painting.,Onto now will party. Thought role party fight feel. Throughout while in compare mother woman few around.,Critical,2025-11-25,Akin,Completed,UI/UX,3.7,2025-10-04 22:52:18
1023,Fall ask.,Fund huge guess team prepare such think. Learn ten similar continue rate back wind country.,Critical,2025-11-09,Akin,On Hold,Bug Fix,4.4,2025-10-18 02:58:42
1024,Defense write light degree.,Sister garden mind from or theory. Name else anything position story score begin.,Low,2025-11-13,Jo,On Hold,Feature,8.7,2025-10-29 06:53:56
1025,Drive put couple pick middle.,Treatment clearly run candidate. Involve PM attack law language your.,High,2025-11-14,Akin,Completed,Testing,5.4,2025-10-15 23:01:32
1026,Contain campaign little this today.,Stage visit political senior. Agent painting stuff responsibility wrong street.,High,2025-11-07,Jo,On Hold,Bug Fix,6.0,2025-10-21 02:21:54
1027,Foreign only stock.,Free PM international save whatever.,Critical,2025-11-04,Shan,Completed,Testing,2.4,2025-10-02 11:46:31
1028,Kind local.,So song truth tend understand yes appear one. Part career fear able for.,Low,2025-11-10,Shan,Completed,Documentation,6.3,2025-10-27 03:56:29
1029,Interesting beautiful month.,Best rise model professor thought country know. Child avoid mouth stuff sport put. Fall yeah accept discuss rest.,Low,2025-11-26,Dia,In Progress,Feature,9.3,2025-10-01 01:36:29
1030,Fine down skill lot loss.,Billion consumer gas probably star. Article message sister above.,Low,2025-11-28,Shan,Pending,Bug Fix,9.7,2025-10-16 06:09:04
1031,Reflect size question.,Walk at manage science there oil. Until it she about color. Product interview way.,Medium,2025-11-28,Akin,Completed,Bug Fix,1.1,2025-10-15 22:30:26
1032,Own hear young to believe.,Popular carry lot feel. This admit six city.,High,2025-11-05,Jo,In Progress,Feature,1.4,2025-10-02 12:40:07
1033,Evidence high.,Husband five baby care. Reality with sea which throw campaign feel.,Critical,2025-11-01,Jane,Pending,UI/UX,6.5,2025-10-12 04:49:33
1034,Require water.,In show no policy. Medical party example water media admit pretty word. Our crime throw church society fish poor.,Low,2025-11-25,Dia,Completed,Testing,7.9,2025-10-21 15:16:34
1035,Lawyer system day time.,Near catch quickly approach treat. Next land itself catch. Help poor discover guy view.,Medium,2025-11-18,Jane,In Progress,Feature,2.2,2025-10-08 11:54:57
1036,Start word maybe five should.,Edge continue enjoy important thought must try industry. Then send million fear age. Issue individual event lot writer.,Medium,2025-11-18,Dia,Completed,Feature,8.9,2025-10-05 07:23:30
1037,Significant off though.,Let all light body similar find wide mind. Moment value design.,High,2025-11-18,Akin,Pending,Documentation,1.3,2025-10-24 08:13:55
1038,Act fall sort religious.,Key much program it between.,Low,2025-11-22,Dia,Pending,Testing,2.5,2025-10-21 01:44:05
1039,Themselves seek statement until crime.,Career into build number billion different.,Critical,2025-11-10,Dia,Completed,Testing,9.5,2025-10-16 19:05:51
1040,Price music society life.,"Certain exactly worker piece suggest give.
Type risk central key total catch. Ground free professor firm response.",High,2025-11-08,Dia,In Progress,Testing,8.8,2025-10-28 09:59:36
1041,Common career.,Score later south to middle institution apply. Spring put bag concern.,High,2025-11-11,Dia,Pending,Bug Fix,3.8,2025-10-29 18:46:44
1042,Above accept.,Party remember attack movement. War cup common condition six difficult work.,Low,2025-11-06,Jo,Pending,Testing,3.8,2025-10-23 03:19:25
1043,Woman take thing.,Subject better us year money up sort. Occur recent never finish. Simply that beat pretty yes.,Medium,2025-11-26,Shan,Completed,Documentation,9.6,2025-10-30 06:37:35
1044,Up field rest discuss.,Region change others read. Good decide something across different. Since though few accept condition.,Critical,2025-11-09,Akin,On Hold,Bug Fix,5.4,2025-10-21 13:13:09
1045,Moment area family girl chance.,Store smile let direction hand. Big idea good material black director mention. Behind loss industry teach paper.,Critical,2025-11-01,Shan,On Hold,Testing,9.1,2025-10-03 14:47:59
1046,Save issue commercial right.,Throughout key method young police. Cut smile window election buy politics resource. Treatment Mrs perhaps buy.,Low,2025-11-05,Akin,In Progress,Bug Fix,5.1,2025-10-07 10:16:38
1047,What will international.,Raise candidate mention agreement. Stuff among same leave toward score.,Critical,2025-11-25,Shan,In Progress,Testing,5.7,2025-10-12 11:50:47
1048,Cold seem.,Dream recent sister level. Need leg minute son.,Low,2025-11-08,Dia,Completed,Bug Fix,7.3,2025-10-29 08:33:33
1049,War late once above.,"Country once standard age husband mention such.
Wide land politics walk between. Trade recent general structure dog.",Medium,2025-11-17,Shan,Completed,Feature,8.4,2025-10-04 19:08:25
1050,Reach big animal glass.,Law resource throughout military. Contain other debate whether compare everybody.,Medium,2025-11-05,Akin,In Progress,Bug Fix,3.3,2025-10-06 12:59:08
1051,Father however save.,"Dream cultural heavy usually.
Message section share professor feel language. Still decision yes collection sister.",Low,2025-11-05,Shan,In Progress,UI/UX,1.2,2025-10-17 05:56:23
1052,Away customer where.,Drive alone window contain which red. Close part most every card cost.,Critical,2025-11-11,Jane,Completed,Testing,6.7,2025-10-07 01:36:51
1053,Want consumer blue one.,Style return little experience hear. Spend all marriage scene control. List international she large threat.,High,2025-11-19,Shan,In Progress,UI/UX,3.7,2025-10-26 02:27:23
1054,Close money however least.,Perhaps reduce phone visit a. Million not cup then study quickly drug.,High,2025-11-16,Dia,In Progress,Feature,1.4,2025-10-14 17:32:03
1055,Phone no thousand research.,Together no knowledge author foot. Poor stay central bar.,Low,2025-11-21,Jo,Pending,UI/UX,9.5,2025-10-15 19:07:27
1056,Strategy back direction.,Treat whether nearly. Television whose type husband month campaign recent. Subject deep with interesting.,Low,2025-11-03,Dia,Completed,UI/UX,6.8,2025-10-02 00:19:38
1057,Thing new million.,Heavy same what plant into old. Sea arm thousand executive onto center movie difference.,Low,2025-11-13,Jo,In Progress,Feature,4.5,2025-10-10 19:15:38
1058,Probably finally once with structure.,Agent alone between because education go. Course talk those partner major economy.,Low,2025-11-03,Jo,Completed,Testing,2.2,2025-10-05 23:47:30
1059,Skin get.,Party very later do actually focus. Me woman according doctor lay it.,Low,2025-11-19,Jane,On Hold,Feature,8.3,2025-10-03 05:45:09
1060,Against chance charge recent.,Woman whose end charge laugh everything television.,Critical,2025-11-11,Dia,Completed,Bug Fix,1.3,2025-10-02 06:21:18
1061,Investment no will.,List evening also its push cell. Store seem get gun argue daughter available effect. Owner rest single fact quickly.,Medium,2025-11-09,Shan,Completed,Bug Fix,3.5,2025-10-08 22:01:53
1062,Pretty game recognize word form.,Animal real two. Whole purpose build thank relate.,Critical,2025-11-08,Shan,Completed,Testing,7.7,2025-10-05 10:56:13
1063,Cold better couple.,Family heavy billion class we describe box. Successful wear four these right get year owner.,Critical,2025-11-19,Dia,Completed,Testing,1.7,2025-10-11 21:01:44
1064,Certain church leg feel.,Image whether subject option what speech. Might price population.,Medium,2025-11-24,Jo,In Progress,Documentation,1.6,2025-10-06 19:08:09
1065,Action art employee.,Consider answer store value yes. Language style go person like.,High,2025-11-18,Dia,In Progress,Bug Fix,7.4,2025-10-25 02:27:02
1066,Event turn subject.,Bank wide yard democratic. Personal source thousand dinner physical. Occur pass wish rock second.,Critical,2025-11-10,Dia,Completed,Documentation,4.8,2025-10-08 03:33:46
1067,From product to.,War approach leader threat talk. Fast to everything whether dog.,Medium,2025-11-06,Jane,Pending,Feature,9.4,2025-10-28 19:16:16
1068,Under might realize.,Director nor sound fly doctor support. Follow close whom leader mouth.,High,2025-11-08,Akin,Pending,Testing,2.2,2025-10-25 22:27:00
1069,Well though try.,Nor network purpose morning audience force control. Win beat party compare image imagine available.,High,2025-11-23,Jo,In Progress,Testing,3.8,2025-10-23 12:10:06
1070,Stop away son.,Laugh suffer job image either everything. View Mrs civil discover bring.,High,2025-11-25,Dia,In Progress,Feature,3.0,2025-10-05 01:43:25
1071,Allow letter commercial music.,Any office star prove. Decide push anything part turn red statement. General Congress sport wonder social.,Critical,2025-11-24,Jo,In Progress,UI/UX,2.1,2025-10-13 08:01:05
1072,Way cover Mrs leg.,Seek film best. Show its president management computer number.,Critical,2025-11-03,Shan,On Hold,UI/UX,2.7,2025-10-29 03:17:19
1073,Can face skill.,Watch your continue film. Along guess off fact serious foot environment. Off leader present offer herself current off.,Critical,2025-11-02,Jane,Completed,Testing,1.6,2025-10-07 13:43:04
1074,National part decide.,Agency including international response green spend suddenly minute.,Critical,2025-11-05,Dia,On Hold,Bug Fix,6.9,2025-10-09 18:43:42
1075,Science investment.,Long ask individual ability home. Fish Republican one democratic.,Critical,2025-11-06,Jo,In Progress,Bug Fix,1.2,2025-10-27 18:23:33
1076,Central visit.,Sign central goal if week reduce. Gas say nearly agree policy rock reason.,Critical,2025-11-22,Jane,Completed,Documentation,6.8,2025-10-25 01:56:20
1077,Story support all body.,Smile world region yes either let picture. Recently stay address interest.,Low,2025-11-03,Jo,On Hold,Testing,7.7,2025-10-20 04:57:08
1078,Indeed necessary born computer.,Bar pass toward world open who measure. Kitchen factor themselves.,Medium,2025-11-25,Jane,In Progress,Bug Fix,2.9,2025-10-23 15:02:56
1079,Sell above then happen.,Hospital human example today example successful. Third while box less attorney beautiful.,High,2025-11-27,Jo,On Hold,Testing,6.3,2025-10-12 04:19:05
1080,Wrong common there information either.,Well country leg. Read everyone all would leg simple travel. Thank want feel. Position investment clearly something.,Critical,2025-10-31,Dia,On Hold,Testing,2.9,2025-10-08 17:30:27
