task_id,title,description,created_at,due_date,estimated_hours,actual_hours,assigned_user,status,task_type,priority,priority_score,tags,user_workload_hours,days_until_due,is_overdue
TASK-1998,Fix optimization in UI/email flow module,"This task involves updating a bug related to UI. Expected steps: design, implementation.",2025-08-29 19:07:09,2025-09-27 19:07:09,2.7,3.2,user_16,in_progress,maintenance,high,31.13,"ci,perf,api",41.0,29,1
TASK-1999,Update doc update documentation for notifications/ETL,"This task involves implementing a new feature related to notifications. Expected steps: write tests, refactor, deploy.",2025-09-21 07:51:55,2025-10-17 07:51:55,33.7,27.9,user_27,blocked,feature,high,25.33,"docs,db",38.7,26,1
TASK-2000,Refactor bug in reports/email flow,"This task involves researching a bug related to reports. Expected steps: investigation, fix, release.",2025-09-18 15:41:59,2025-09-24 15:41:59,38.2,44.8,,in_progress,bug,high,37.25,ci,10.0,6,1
TASK-2001,Update bug documentation for reports/email flow,"This task involves fixing documentation related to reports. Expected steps: design, implementation.",2025-09-07 22:30:17,2025-09-28 22:30:17,34.8,49.4,user_2,in_progress,feature,high,39.02,"db,perf,backend",12.6,21,1
TASK-2002,Refactor refactor in profile/checkout,"This task involves fixing a new feature related to profile. Expected steps: write tests, refactor, deploy.",2025-08-26 01:13:38,2025-08-31 01:13:38,29.5,37.7,user_6,open,maintenance,high,49.95,"bugfix,frontend,backend",36.4,5,1
TASK-2003,Update bug documentation for payment/checkout,"This task involves researching performance improvement related to payment. Expected steps: analysis, design, implementation, testing.",2025-08-28 11:36:33,2025-09-03 11:36:33,2.6,2.6,user_2,in_progress,documentation,high,44.33,"perf,docs,security",55.5,6,1
TASK-2004,Update doc update documentation for API/login flow,"This task involves refactoring a new feature related to API. Expected steps: write tests, refactor, deploy.",2025-09-05 00:10:17,2025-09-12 00:10:17,21.9,17.6,user_15,in_progress,documentation,high,44.26,bugfix,45.9,7,1
TASK-2005,Write bug for UI/checkout,"This task involves writing a bug related to UI. Expected steps: write tests, refactor, deploy.",2025-09-12 08:37:05,2025-09-17 08:37:05,37.0,44.8,,in_progress,documentation,high,45.81,ci,17.2,5,1
TASK-2006,Implement feature for auth/reporting feature,"This task involves updating documentation related to auth. Expected steps: investigation, fix, release.",2025-09-15 05:54:03,2025-10-12 05:54:03,31.8,35.6,user_24,in_progress,feature,high,30.94,"ci,api,bugfix",46.8,27,1
TASK-2007,Refactor bug in profile/login flow,"This task involves implementing performance improvement related to profile. Expected steps: analysis, design, implementation, testing.",2025-08-28 20:31:13,2025-09-04 20:31:13,17.5,22.2,user_11,in_progress,maintenance,high,44.53,docs,50.8,7,1
TASK-2008,Write bug for payment/dashboard,"This task involves implementing performance improvement related to payment. Expected steps: analysis, design, implementation, testing.",2025-09-06 06:32:18,2025-09-18 06:32:18,25.0,29.8,user_18,in_progress,bug,high,38.83,"frontend,perf,backend",25.9,12,1
TASK-2009,Refactor feature in auth/search ranking,"This task involves implementing a new feature related to auth. Expected steps: investigation, fix, release.",2025-09-09 12:43:17,2025-10-08 12:43:17,5.2,6.8,user_28,open,bug,high,25.15,"research,frontend,docs",3.5,29,1
TASK-2010,Fix optimization in reports/email flow module,"This task involves researching an API change related to reports. Expected steps: write tests, refactor, deploy.",2025-09-04 15:44:06,2025-10-03 15:44:06,31.7,26.6,user_12,in_progress,documentation,high,33.2,"bugfix,docs",15.1,29,1
TASK-2011,Fix optimization in UI/schema module,"This task involves researching a bug related to UI. Expected steps: analysis, design, implementation, testing.",2025-08-25 22:08:11,2025-08-27 22:08:11,31.0,43.3,user_17,open,feature,high,49.83,"db,security,docs",6.0,2,1
TASK-2012,Research optimization for database/checkout improvement,"This task involves implementing performance improvement related to database. Expected steps: analysis, design, implementation, testing.",2025-09-09 22:18:56,2025-09-26 22:18:56,4.8,5.1,user_12,in_progress,feature,high,32.42,"backend,api,frontend",27.8,17,1
TASK-2013,Implement optimization for analytics/login flow feature,"This task involves researching a bug related to analytics. Expected steps: design, implementation.",2025-08-26 05:09:47,2025-09-18 05:09:47,9.9,16.1,user_2,blocked,documentation,high,36.79,"research,perf,ci",12.0,23,1
TASK-2014,Research feature for UI/checkout improvement,"This task involves fixing a bug related to UI. Expected steps: write tests, refactor, deploy.",2025-08-30 01:12:36,2025-09-17 01:12:36,34.5,27.4,user_15,in_progress,maintenance,high,43.38,"frontend,docs",7.2,18,1
TASK-2015,Fix feature in notifications/endpoint module,"This task involves refactoring performance improvement related to notifications. Expected steps: design, implementation.",2025-09-18 06:37:44,2025-10-18 06:37:44,37.6,57.2,,blocked,maintenance,high,27.7,backend,21.2,30,1
TASK-2016,Fix feature in analytics/endpoint module,"This task involves updating performance improvement related to analytics. Expected steps: analysis, design, implementation, testing.",2025-08-25 13:28:06,2025-09-03 13:28:06,16.7,17.7,user_10,done,research,high,43.96,backend,3.0,9,1
TASK-2017,Refactor bug in profile/user profile,"This task involves writing a bug related to profile. Expected steps: analysis, design, implementation, testing.",2025-09-16 01:39:49,2025-09-25 01:39:49,23.8,19.1,user_18,open,research,high,38.05,"research,frontend,api",15.0,9,1
TASK-2018,Update feature documentation for payment/email flow,"This task involves fixing documentation related to payment. Expected steps: analysis, design, implementation, testing.",2025-09-17 20:00:23,2025-09-27 20:00:23,26.2,22.4,user_16,done,maintenance,high,37.16,"perf,docs,backend",11.9,10,1
TASK-2019,Refactor optimization in profile/checkout,"This task involves researching an API change related to profile. Expected steps: investigation, fix, release.",2025-08-27 15:50:50,2025-09-26 15:50:50,15.9,14.4,user_7,in_progress,bug,high,34.11,"research,docs,security",49.9,30,1
TASK-2020,Write feature for search/dashboard,"This task involves updating an API change related to search. Expected steps: investigation, fix, release.",2025-09-11 02:01:46,2025-10-11 02:01:46,5.4,6.1,user_26,open,documentation,high,23.41,"bugfix,frontend",12.9,30,1
TASK-2021,Fix refactor in analytics/user profile module,"This task involves implementing a bug related to analytics. Expected steps: analysis, design, implementation, testing.",2025-09-05 22:06:05,2025-10-02 22:06:05,7.2,8.3,user_1,in_progress,documentation,high,27.42,"backend,docs,api",41.1,27,1
TASK-2022,Refactor refactor in reports/ETL,"This task involves refactoring an API change related to reports. Expected steps: write tests, refactor, deploy.",2025-09-20 14:58:00,2025-10-19 14:58:00,5.4,4.5,,done,research,high,20.6,"research,security,frontend",48.9,29,1
TASK-2023,Fix doc update in analytics/search ranking module,"This task involves writing an API change related to analytics. Expected steps: design, implementation.",2025-08-29 10:04:59,2025-09-02 10:04:59,18.6,18.5,,open,research,high,48.41,ci,59.0,4,1
TASK-2024,Refactor bug in notifications/user profile,"This task involves refactoring a new feature related to notifications. Expected steps: analysis, design, implementation, testing.",2025-09-17 22:54:50,2025-09-26 22:54:50,22.1,36.3,user_11,in_progress,bug,high,37.06,docs,22.8,9,1
TASK-2025,Fix optimization in database/reporting module,"This task involves fixing a bug related to database. Expected steps: design, implementation.",2025-09-08 22:12:51,2025-09-24 22:12:51,27.3,41.4,user_26,open,maintenance,high,37.76,"bugfix,perf,db",34.7,16,1
TASK-2026,Update doc update documentation for profile/login flow,"This task involves fixing an API change related to profile. Expected steps: investigation, fix, release.",2025-08-31 11:29:24,2025-09-04 11:29:24,11.1,12.6,user_26,in_progress,bug,high,43.99,perf,54.0,4,1
TASK-2027,Update optimization documentation for API/dashboard,"This task involves writing an API change related to API. Expected steps: design, implementation.",2025-09-03 14:20:54,2025-09-16 14:20:54,14.8,15.0,user_15,in_progress,maintenance,high,37.87,"frontend,db,research",50.1,13,1
TASK-2028,Research feature for search/ETL improvement,"This task involves updating documentation related to search. Expected steps: write tests, refactor, deploy.",2025-08-25 08:48:52,2025-09-09 08:48:52,21.0,21.8,user_15,open,research,high,43.39,"bugfix,ci",58.9,15,1
TASK-2029,Write optimization for reports/endpoint,"This task involves writing an API change related to reports. Expected steps: design, implementation.",2025-08-24 14:36:52,2025-09-12 14:36:52,38.4,45.5,user_9,in_progress,research,high,46.66,ci,2.5,19,1
TASK-2030,Research optimization for UI/schema improvement,"This task involves researching a new feature related to UI. Expected steps: write tests, refactor, deploy.",2025-09-11 15:45:57,2025-09-14 15:45:57,17.6,12.2,user_3,open,bug,high,39.09,ci,53.8,3,1
TASK-2031,Update refactor documentation for API/email flow,"This task involves updating a new feature related to API. Expected steps: design, implementation.",2025-09-15 00:58:35,2025-09-19 00:58:35,10.1,9.3,user_14,done,documentation,high,35.45,frontend,55.1,4,1
TASK-2032,Write bug for analytics/ETL,"This task involves researching documentation related to analytics. Expected steps: analysis, design, implementation, testing.",2025-09-20 21:34:28,2025-10-02 21:34:28,36.4,18.2,user_10,in_progress,documentation,high,33.4,db,19.1,12,1
TASK-2033,Fix doc update in API/schema module,"This task involves fixing an API change related to API. Expected steps: write tests, refactor, deploy.",2025-09-05 15:51:14,2025-09-08 15:51:14,19.3,21.6,user_29,done,bug,high,45.22,research,35.7,3,1
TASK-2034,Refactor refactor in analytics/login flow,"This task involves refactoring a bug related to analytics. Expected steps: write tests, refactor, deploy.",2025-09-07 10:48:34,2025-09-25 10:48:34,6.7,8.0,user_15,open,research,high,35.08,docs,50.4,18,1
TASK-2035,Refactor optimization in UI/search ranking,"This task involves writing an API change related to UI. Expected steps: write tests, refactor, deploy.",2025-09-12 02:13:28,2025-09-30 02:13:28,25.1,21.5,,in_progress,research,high,34.0,"security,perf,research",55.8,18,1
TASK-2036,Research bug for reports/schema improvement,"This task involves writing documentation related to reports. Expected steps: investigation, fix, release.",2025-09-22 23:10:21,2025-10-18 23:10:21,26.7,39.3,user_20,open,research,high,26.24,perf,59.7,26,1
TASK-2037,Implement doc update for search/login flow feature,"This task involves fixing a bug related to search. Expected steps: write tests, refactor, deploy.",2025-08-26 22:57:50,2025-09-17 22:57:50,29.4,18.6,user_20,in_progress,research,high,42.92,db,18.9,22,1
TASK-2038,Research refactor for UI/checkout improvement,"This task involves refactoring documentation related to UI. Expected steps: investigation, fix, release.",2025-09-04 18:29:13,2025-09-06 18:29:13,15.8,8.9,user_1,in_progress,research,high,43.17,research,31.8,2,1
TASK-2039,Refactor bug in database/dashboard,"This task involves writing performance improvement related to database. Expected steps: write tests, refactor, deploy.",2025-09-14 01:42:05,2025-09-23 01:42:05,31.6,33.7,user_18,in_progress,maintenance,high,39.31,api,47.4,9,1
TASK-2040,Write doc update for UI/login flow,"This task involves writing performance improvement related to UI. Expected steps: investigation, fix, release.",2025-09-08 07:11:18,2025-09-23 07:11:18,14.3,18.8,,in_progress,documentation,high,37.2,docs,46.9,15,1
TASK-2041,Refactor feature in auth/search ranking,"This task involves implementing documentation related to auth. Expected steps: investigation, fix, release.",2025-09-17 13:35:49,2025-10-16 13:35:49,15.9,23.9,user_21,open,maintenance,high,23.86,"frontend,backend",23.8,29,1
TASK-2042,Write doc update for reports/reporting,"This task involves implementing a bug related to reports. Expected steps: analysis, design, implementation, testing.",2025-09-14 10:37:05,2025-10-06 10:37:05,17.6,15.2,,open,feature,high,28.99,"db,perf",41.6,22,1
TASK-2043,Research feature for database/search ranking improvement,"This task involves writing an API change related to database. Expected steps: analysis, design, implementation, testing.",2025-09-05 07:16:14,2025-09-09 07:16:14,4.1,5.4,user_4,open,research,high,42.4,"security,ci",38.4,4,1
TASK-2044,Fix bug in auth/ETL module,"This task involves fixing performance improvement related to auth. Expected steps: write tests, refactor, deploy.",2025-09-08 00:49:54,2025-09-24 00:49:54,39.7,39.2,user_28,open,research,high,40.92,"perf,frontend",55.9,16,1
TASK-2045,Write optimization for profile/dashboard,"This task involves writing a new feature related to profile. Expected steps: write tests, refactor, deploy.",2025-08-26 21:11:16,2025-09-19 21:11:16,5.3,5.0,user_7,in_progress,feature,high,36.74,"api,docs",25.8,24,1
TASK-2046,Update refactor documentation for reports/search ranking,"This task involves fixing performance improvement related to reports. Expected steps: investigation, fix, release.",2025-09-22 19:26:00,2025-10-13 19:26:00,7.6,9.6,,done,feature,high,23.07,security,41.7,21,1
